Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2013	HSA05219 BLADDER CANCER	2/42	0.0002803710227625998	0.0047715528175206	0	0	99.74	815.8130319093791	MDM2;TP53
KEGG_2013	HSA05214 GLIOMA	2/64	0.0006516856966098635	0.0047715528175206	0	0	64.27741935483871	471.5358170607419	MDM2;TP53
KEGG_2013	HSA04115 P53 SIGNALING PATHWAY	2/68	0.0007353984087050349	0.0047715528175206	0	0	60.36969696969697	435.5732891001516	MDM2;TP53
KEGG_2013	HSA05218 MELANOMA	2/71	0.0008014221236830578	0.0047715528175206	0	0	57.73623188405797	411.6086844462245	MDM2;TP53
KEGG_2013	HSA05220 CHRONIC MYELOID LEUKEMIA	2/76	0.0009176063110616548	0.0047715528175206	0	0	53.82162162162162	376.4145417994182	MDM2;TP53
KEGG_2013	HSA05215 PROSTATE CANCER	2/87	0.0012000731197066	0.0052003168520619	0	0	46.83058823529412	314.9531639020967	MDM2;TP53
KEGG_2013	HSA04110 CELL CYCLE	2/115	0.0020832502652363	0.0077377866994493	0	0	35.176991150442475	217.1766217707884	MDM2;TP53
KEGG_2013	HSA05030 AMYOTROPHIC LATERAL SCLEROSIS	1/19	0.0113436160025479	0.0368667520082808	0	0	100.85858585858584	451.7557080600296	TP53
KEGG_2013	HSA00030 PENTOSE PHOSPHATE PATHWAY	1/26	0.0154930404733183	0.043602322567552	0	0	72.59272727272727	302.5203442580517	PGD
KEGG_2013	HSA05216 THYROID CANCER	1/29	0.0172664743371053	0.043602322567552	0	0	64.8051948051948	263.043544162992	TP53
KEGG_2013	HSA05040 HUNTINGTONS DISEASE	1/31	0.0184471364708874	0.043602322567552	0	0	60.47878787878788	241.4824938489569	TP53
KEGG_2013	HSA05213 ENDOMETRIAL CANCER	1/52	0.030765835877853	0.0614642335111997	0	0	35.53832442067736	123.7213609818225	TP53
KEGG_2013	HSA05223 NON SMALL CELL LUNG CANCER	1/54	0.0319316235033722	0.0614642335111997	0	0	34.19382504288165	117.768950701619	TP53
KEGG_2013	HSA05217 BASAL CELL CARCINOMA	1/56	0.0330961257367998	0.0614642335111997	0	0	32.94710743801653	112.2949128878184	TP53
KEGG_2013	HSA04610 COMPLEMENT AND COAGULATION CASCADES	1/69	0.0406341472797855	0.0670207102191446	0	0	26.63101604278075	85.30304582535365	CD55
KEGG_2013	HSA05212 PANCREATIC CANCER	1/73	0.0429426780134261	0.0670207102191446	0	0	25.146464646464647	79.15828251915687	TP53
KEGG_2013	HSA04210 APOPTOSIS	1/84	0.0492649077299012	0.0670207102191446	0	0	21.801752464403062	65.63511898463041	TP53
KEGG_2013	HSA05210 COLORECTAL CANCER	1/85	0.0498377533507968	0.0670207102191446	0	0	21.541125541125545	64.60145815655738	TP53
KEGG_2013	HSA05222 SMALL CELL LUNG CANCER	1/87	0.050982495571515	0.0670207102191446	0	0	21.03805496828753	62.61499348641103	TP53
KEGG_2013	HSA04640 HEMATOPOIETIC CELL LINEAGE	1/88	0.051554392476265	0.0670207102191446	0	0	20.79519331243469	61.66019917757629	CD55
KEGG_2013	HSA04670 LEUKOCYTE TRANSENDOTHELIAL MIGRATION	1/115	0.066876707624933	0.0827997332499171	0	0	15.848484848484848	42.86863861107806	ITGB2
KEGG_2013	HSA04650 NATURAL KILLER CELL MEDIATED CYTOTOXICITY	1/132	0.0764073307843028	0.0876343502897328	0	0	13.78001387925052	35.437739719643616	ITGB2
KEGG_2013	HSA04514 CELL ADHESION MOLECULES	1/134	0.0775226944870714	0.0876343502897328	0	0	13.571428571428571	34.70464751040876	ITGB2
KEGG_2013	HSA04310 WNT SIGNALING PATHWAY	1/149	0.0858486482289488	0.0930027022480279	0	0	12.186732186732186	29.920492407790988	TP53
KEGG_2013	HSA04810 REGULATION OF ACTIN CYTOSKELETON	1/212	0.1200708971194792	0.1248737330042584	0	0	8.520896165445928	18.06151269694429	ITGB2
KEGG_2013	HSA04010 MAPK SIGNALING PATHWAY	1/257	0.1437919190776563	0.1437919190776563	0	0	7.0071022727272725	13.589490278598282	TP53
