Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2016	Bladder cancer Homo sapiens hsa05219	2/41	0.00026710895227871097	0.008893244558864	0	0	102.3025641025641	841.7305532644758	MDM2;TP53
KEGG_2016	Viral myocarditis Homo sapiens hsa05416	2/59	0.0005540143472810427	0.008893244558864	0	0	69.93333333333334	524.382510177056	ITGB2;CD55
KEGG_2016	Glioma Homo sapiens hsa05214	2/65	0.0006721501874522264	0.008893244558864	0	0	63.25396825396825	462.0720565949279	MDM2;TP53
KEGG_2016	p53 signaling pathway Homo sapiens hsa04115	2/69	0.0007570983460178036	0.008893244558864	0	0	59.46567164179105	427.3213509710912	MDM2;TP53
KEGG_2016	Melanoma Homo sapiens hsa05218	2/71	0.0008014221236830578	0.008893244558864	0	0	57.73623188405797	411.6086844462245	MDM2;TP53
KEGG_2016	Chronic myeloid leukemia Homo sapiens hsa05220	2/73	0.0008469756722727654	0.008893244558864	0	0	56.10422535211268	396.8722341307689	MDM2;TP53
KEGG_2016	Complement and coagulation cascades Homo sapiens hsa04610	2/79	0.0009909897927944584	0.0089189081351501	0	0	51.71688311688312	357.7156641793262	ITGB2;CD55
KEGG_2016	Prostate cancer Homo sapiens hsa05215	2/89	0.0012553745188338	0.0098860743358166	0	0	45.74942528735632	305.6208615611234	MDM2;TP53
KEGG_2016	Thyroid hormone signaling pathway Homo sapiens hsa04919	2/118	0.0021916568932736	0.0138392084220494	0	0	34.262068965517244	209.7899870781372	MDM2;TP53
KEGG_2016	Neurotrophin signaling pathway Homo sapiens hsa04722	2/120	0.0022653928936461	0.0138392084220494	0	0	33.67796610169491	205.0990517336592	ARHGDIB;TP53
KEGG_2016	Cell cycle Homo sapiens hsa04110	2/124	0.0024163697244848	0.0138392084220494	0	0	32.5672131147541	196.23338369839547	MDM2;TP53
KEGG_2016	Transcriptional misregulation in cancer Homo sapiens hsa05202	2/180	0.0050102630025621	0.0263038807634514	0	0	22.25842696629213	117.8865693141408	MDM2;TP53
KEGG_2016	Epstein-Barr virus infection Homo sapiens hsa05169	2/202	0.0062675834991718	0.0270864505024642	0	0	19.788	100.37194685516846	MDM2;TP53
KEGG_2016	Proteoglycans in cancer Homo sapiens hsa05205	2/203	0.0063278396767439	0.0270864505024642	0	0	19.68855721393035	99.67915627617305	MDM2;TP53
KEGG_2016	Viral carcinogenesis Homo sapiens hsa05203	2/205	0.006449154881539	0.0270864505024642	0	0	19.492610837438423	98.31695106228902	MDM2;TP53
KEGG_2016	HTLV-I infection Homo sapiens hsa05166	2/258	0.010046313207274	0.0395573582536415	0	0	15.415625	70.92034676198459	ITGB2;TP53
KEGG_2016	MicroRNAs in cancer Homo sapiens hsa05206	2/297	0.0131481080198668	0.0487253414853888	0	0	13.351186440677964	57.830362431461886	MDM2;TP53
KEGG_2016	PI3K-Akt signaling pathway Homo sapiens hsa04151	2/341	0.0170878840177135	0.0543893941618819	0	0	11.592330383480826	47.17366237448328	MDM2;TP53
KEGG_2016	Thyroid cancer Homo sapiens hsa05216	1/29	0.0172664743371053	0.0543893941618819	0	0	64.8051948051948	263.043544162992	TP53
KEGG_2016	Pentose phosphate pathway Homo sapiens hsa00030	1/29	0.0172664743371053	0.0543893941618819	0	0	64.8051948051948	263.043544162992	PGD
KEGG_2016	Pathways in cancer Homo sapiens hsa05200	2/397	0.0227430458114347	0.0682291374343042	0	0	9.920506329113923	37.534194614717805	MDM2;TP53
KEGG_2016	Vasopressin-regulated water reabsorption Homo sapiens hsa04962	1/44	0.02608980569517	0.0684421741746686	0	0	42.16701902748415	153.74983290143678	ARHGDIB
KEGG_2016	Malaria Homo sapiens hsa05144	1/49	0.0290147415071519	0.0684421741746686	0	0	37.76515151515152	133.68679532449664	ITGB2
KEGG_2016	Amyotrophic lateral sclerosis (ALS) Homo sapiens hsa05014	1/51	0.0301824596395908	0.0684421741746686	0	0	36.25090909090909	126.8961017290174	TP53
KEGG_2016	Glutathione metabolism Homo sapiens hsa00480	1/52	0.030765835877853	0.0684421741746686	0	0	35.53832442067736	123.7213609818225	PGD
KEGG_2016	Endometrial cancer Homo sapiens hsa05213	1/52	0.030765835877853	0.0684421741746686	0	0	35.53832442067736	123.7213609818225	TP53
KEGG_2016	Basal cell carcinoma Homo sapiens hsa05217	1/55	0.0325140352140577	0.0684421741746686	0	0	33.55892255892256	114.97566851206538	TP53
KEGG_2016	Legionellosis Homo sapiens hsa05134	1/55	0.0325140352140577	0.0684421741746686	0	0	33.55892255892256	114.97566851206538	ITGB2
KEGG_2016	Staphylococcus aureus infection Homo sapiens hsa05150	1/56	0.0330961257367998	0.0684421741746686	0	0	32.94710743801653	112.2949128878184	ITGB2
KEGG_2016	Non-small cell lung cancer Homo sapiens hsa05223	1/56	0.0330961257367998	0.0684421741746686	0	0	32.94710743801653	112.2949128878184	TP53
KEGG_2016	NOD-like receptor signaling pathway Homo sapiens hsa04621	1/57	0.0336778952288052	0.0684421741746686	0	0	32.357142857142854	109.72027527854156	CARD6
KEGG_2016	Colorectal cancer Homo sapiens hsa05210	1/62	0.0365819328842958	0.0720206803659573	0	0	29.69746646795827	98.24518225287432	TP53
KEGG_2016	Pancreatic cancer Homo sapiens hsa05212	1/66	0.0388994008510199	0.0731503540900419	0	0	27.864335664335663	90.46926829385504	TP53
KEGG_2016	Central carbon metabolism in cancer Homo sapiens hsa05230	1/67	0.0394779688739908	0.0731503540900419	0	0	27.44077134986226	88.6889163609223	TP53
KEGG_2016	Leishmaniasis Homo sapiens hsa05140	1/73	0.0429426780134261	0.0771663075468104	0	0	25.146464646464647	79.15828251915687	ITGB2
KEGG_2016	Pertussis Homo sapiens hsa05133	1/75	0.0440950328838916	0.0771663075468104	0	0	24.464373464373462	76.36329437117712	ITGB2
KEGG_2016	Small cell lung cancer Homo sapiens hsa05222	1/86	0.0504102825788442	0.0851263086288051	0	0	21.28663101604278	63.59508959960996	TP53
KEGG_2016	Hematopoietic cell lineage Homo sapiens hsa04640	1/88	0.051554392476265	0.0851263086288051	0	0	20.79519331243469	61.66019917757629	CD55
KEGG_2016	Rheumatoid arthritis Homo sapiens hsa05323	1/90	0.0526972386749746	0.0851263086288051	0	0	20.325842696629213	59.82286212760923	ITGB2
KEGG_2016	Longevity regulating pathway - mammal Homo sapiens hsa04211	1/94	0.0549791450637696	0.0865921534754371	0	0	19.44770283479961	56.41392256593172	TP53
KEGG_2016	Amoebiasis Homo sapiens hsa05146	1/100	0.0583925585800791	0.0897251509889021	0	0	18.26354453627181	51.878818604154176	ITGB2
KEGG_2016	Carbon metabolism Homo sapiens hsa01200	1/113	0.0657495510074605	0.0986243265111908	0	0	16.133116883116884	43.91277015622912	PGD
KEGG_2016	Leukocyte transendothelial migration Homo sapiens hsa04670	1/118	0.0685651054408935	0.0993120049098692	0	0	15.43978243978244	41.378177533334416	ITGB2
KEGG_2016	Sphingolipid signaling pathway Homo sapiens hsa04071	1/120	0.0696891477308019	0.0993120049098692	0	0	15.178762414056532	40.431831445855714	TP53
KEGG_2016	FoxO signaling pathway Homo sapiens hsa04068	1/133	0.0769651670676441	0.0993120049098692	0	0	13.674931129476583	35.06802532248599	MDM2
KEGG_2016	Hepatitis C Homo sapiens hsa05160	1/133	0.0769651670676441	0.0993120049098692	0	0	13.674931129476583	35.06802532248599	TP53
KEGG_2016	Natural killer cell mediated cytotoxicity Homo sapiens hsa04650	1/135	0.0780799132018378	0.0993120049098692	0	0	13.469470827679784	34.34745298046681	ITGB2
KEGG_2016	Measles Homo sapiens hsa05162	1/136	0.0786368233770101	0.0993120049098692	0	0	13.369023569023568	33.9962932221447	TP53
KEGG_2016	Ubiquitin mediated proteolysis Homo sapiens hsa04120	1/137	0.0791934251499148	0.0993120049098692	0	0	13.270053475935828	33.65102433952089	MDM2
KEGG_2016	Apoptosis Homo sapiens hsa04210	1/140	0.0808613816724605	0.0993120049098692	0	0	12.98168737737083	32.64918946753722	TP53
KEGG_2016	Wnt signaling pathway Homo sapiens hsa04310	1/142	0.0819718135764	0.0993120049098692	0	0	12.796260477111542	32.008307827212725	TP53
KEGG_2016	Cell adhesion molecules (CAMs) Homo sapiens hsa04514	1/142	0.0819718135764	0.0993120049098692	0	0	12.796260477111542	32.008307827212725	ITGB2
KEGG_2016	Hepatitis B Homo sapiens hsa05161	1/146	0.084188989039227	0.1000737039522886	0	0	12.440752351097178	30.7870195907104	TP53
KEGG_2016	Hippo signaling pathway Homo sapiens hsa04390	1/153	0.0880572385368459	0.1014971480628915	0	0	11.863636363636363	28.82588682388105	ITGB2
KEGG_2016	Phagosome Homo sapiens hsa04145	1/154	0.0886086213247465	0.1014971480628915	0	0	11.785502079619729	28.562472126761907	ITGB2
KEGG_2016	Tuberculosis Homo sapiens hsa05152	1/178	0.1017504782403328	0.1144692880203745	0	0	10.175141242937851	23.252555875085516	ITGB2
KEGG_2016	Herpes simplex infection Homo sapiens hsa05168	1/185	0.1055506660230908	0.1166612624465741	0	0	9.784584980237154	22.00126744639599	TP53
KEGG_2016	Huntington's disease Homo sapiens hsa05016	1/193	0.1098756886076526	0.119347730729002	0	0	9.37310606060606	20.69962043670308	TP53
KEGG_2016	Rap1 signaling pathway Homo sapiens hsa04015	1/211	0.1195369873599177	0.1271947177064908	0	0	8.561904761904762	18.18659394878773	ITGB2
KEGG_2016	Regulation of actin cytoskeleton Homo sapiens hsa04810	1/214	0.121137826387134	0.1271947177064908	0	0	8.440034144259496	17.815446218233806	ITGB2
KEGG_2016	MAPK signaling pathway Homo sapiens hsa04010	1/255	0.1427502258018924	0.1471684592119239	0	0	7.062992125984252	13.749236119976072	TP53
KEGG_2016	Endocytosis Homo sapiens hsa04144	1/259	0.1448324519228458	0.1471684592119239	0	0	6.952078928823115	13.43265193505698	MDM2
KEGG_2016	Metabolic pathways Homo sapiens hsa01100	1/1239	0.5358933325192846	0.5358933325192846	0	0	1.3768541636069906	0.8589093628969381	PGD
