Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2019_Human	Bladder cancer	2/41	0.00026710895227871097	0.010193037868743	0	0	102.3025641025641	841.7305532644758	MDM2;TP53
KEGG_2019_Human	Viral myocarditis	2/59	0.0005540143472810427	0.010193037868743	0	0	69.93333333333334	524.382510177056	ITGB2;CD55
KEGG_2019_Human	Melanoma	2/72	0.0008240453340764276	0.010193037868743	0	0	56.90857142857143	404.12398536765454	MDM2;TP53
KEGG_2019_Human	p53 signaling pathway	2/72	0.0008240453340764276	0.010193037868743	0	0	56.90857142857143	404.12398536765454	MDM2;TP53
KEGG_2019_Human	Glioma	2/75	0.0008937564748422882	0.010193037868743	0	0	54.56164383561644	383.0269529436192	MDM2;TP53
KEGG_2019_Human	Chronic myeloid leukemia	2/76	0.0009176063110616548	0.010193037868743	0	0	53.82162162162162	376.4145417994182	MDM2;TP53
KEGG_2019_Human	Complement and coagulation cascades	2/79	0.0009909897927944584	0.010193037868743	0	0	51.71688311688312	357.7156641793262	ITGB2;CD55
KEGG_2019_Human	Prostate cancer	2/97	0.0014886277004994	0.0133976493044948	0	0	41.88	272.6346367003197	MDM2;TP53
KEGG_2019_Human	Thyroid hormone signaling pathway	2/116	0.0021190924183107	0.0158162381966279	0	0	34.86666666666667	214.6659562103992	MDM2;TP53
KEGG_2019_Human	Neurotrophin signaling pathway	2/119	0.0022283786053078	0.0158162381966279	0	0	33.967521367521364	207.42202523321563	ARHGDIB;TP53
KEGG_2019_Human	Cell cycle	2/124	0.0024163697244848	0.0158162381966279	0	0	32.5672131147541	196.23338369839547	MDM2;TP53
KEGG_2019_Human	Cellular senescence	2/160	0.00398240423448	0.0238944254068805	0	0	25.10126582278481	138.7063208042285	MDM2;TP53
KEGG_2019_Human	Transcriptional misregulation in cancer	2/186	0.0053401288138885	0.0279341789489839	0	0	21.526086956521738	112.63536847635238	MDM2;TP53
KEGG_2019_Human	Viral carcinogenesis	2/201	0.0062075953219964	0.0279341789489839	0	0	19.88844221105528	101.07269905499128	MDM2;TP53
KEGG_2019_Human	Epstein-Barr virus infection	2/201	0.0062075953219964	0.0279341789489839	0	0	19.88844221105528	101.07269905499128	MDM2;TP53
KEGG_2019_Human	Proteoglycans in cancer	2/201	0.0062075953219964	0.0279341789489839	0	0	19.88844221105528	101.07269905499128	MDM2;TP53
KEGG_2019_Human	Human T-cell leukemia virus 1 infection	2/219	0.0073281524455183	0.0308827984419104	0	0	18.222119815668204	89.58052136414021	ITGB2;TP53
